Order_ID,Order_Date,Region,Category,Product,Quantity,Unit_Price,Unit_Cost,Customer_Segment
ORD00637,2025-07-12,North,Office Supplies,Printer Paper,5,11.48,4.11,Consumer
ORD00638,2025-08-26,South,Accessories,Laptop Stand,1,51.82,22.26,Consumer
ORD00639,2026-04-26,West,Accessories,Backpack,4,69.24,30.0,Consumer
ORD00640,2025-02-03,East,Furniture,Standing Desk,5,432.92,249.63,Small Business
ORD00641,2025-03-09,North,Furniture,Standing Desk,8,426.44,258.49,Small Business
ORD00642,2025-09-10,East,Office Supplies,Pen Pack,11,9.6,3.0,Corporate
ORD00643,2026-06-22,West,Office Supplies,Pen Pack,2,9.22,3.03,Corporate
ORD00644,2026-06-16,East,Electronics,Mechanical Keyboard,1,87.68,48.82,Small Business
ORD00645,2025-10-26,East,Electronics,Mechanical Keyboard,5,86.04,48.24,Small Business
ORD00646,2026-06-14,Central,Accessories,Laptop Stand,4,45.97,22.33,Consumer
ORD00647,2026-02-07,East,Furniture,Standing Desk,2,394.19,271.97,Consumer
ORD00648,2025-04-03,South,Furniture,Desk Lamp,4,51.06,,Corporate
ORD00649,2026-01-07,North,Electronics,USB-C Hub,10,39.61,18.44,Corporate
ORD00650,2025-02-14,West,Accessories,Cable Organizer,3,14.29,4.84,Small Business
ORD00651,2025-11-12,South,Electronics,USB-C Hub,9,36.77,18.5,Corporate
ORD00652,2025-09-17,North,Furniture,Office Chair,4,190.31,106.48,Consumer
ORD00653,2025-08-11,East,Home & Kitchen,Electric Kettle,4,52.44,28.79,Consumer
ORD00654,2025-10-12,West,Electronics,Mechanical Keyboard,5,79.03,46.53,Corporate
ORD00655,2025-05-29,Central,Office Supplies,Notebook Set,11,15.68,6.42,Corporate
ORD00656,2026-03-03,Central,Electronics,Wireless Mouse,3,26.06,12.48,Consumer
ORD00657,2025-07-01,Central,Accessories,Backpack,7,75.23,29.83,Corporate
ORD00658,2026-01-13,Central,Office Supplies,Desk Organizer,7,26.13,9.58,Small Business
ORD00659,2025-05-05,West,Home & Kitchen,Electric Kettle,5,52.14,27.36,Consumer
ORD00660,2025-04-22,East,Furniture,Office Chair,2,188.1,116.43,Small Business
ORD00661,2025-11-21,South,Office Supplies,Pen Pack,11,8.53,2.9,Corporate
ORD00662,2026-05-25,East,Accessories,Backpack,5,65.73,30.62,Consumer
ORD00663,2025-05-02,North,Furniture,Office Chair,3,197.49,109.42,Corporate
ORD00664,2026-02-28,North,Accessories,Cable Organizer,2,13.83,4.88,Consumer
ORD00665,2025-03-11,South,Office Supplies,Desk Organizer,3,25.76,9.65,Consumer
ORD00666,2026-02-10,West,Office Supplies,Desk Organizer,2,26.07,9.75,Corporate
ORD00667,2026-05-01,West,Office Supplies,Pen Pack,9,8.56,3.03,Corporate
ORD00668,2026-04-19,West,Accessories,Cable Organizer,1,16.31,4.94,Consumer
ORD00669,2025-08-02,East,Office Supplies,Notebook Set,3,14.93,5.82,Consumer
ORD00670,2026-01-20,West,Electronics,24-inch Monitor,7,201.07,139.95,Small Business
ORD00671,2025-02-02,South,Office Supplies,Desk Organizer,2,23.86,10.58,Consumer
ORD00672,2026-06-22,South,Office Supplies,Printer Paper,1,11.83,4.27,Consumer
ORD00673,2026-05-10,Central,Home & Kitchen,Coffee Maker,3,104.95,58.53,Consumer
ORD00674,2025-12-02,North,Accessories,Cable Organizer,3,13.54,4.77,Small Business
ORD00675,2025-01-05,South,Accessories,Laptop Stand,5,53.62,21.85,Consumer
ORD00676,2026-06-18,West,Electronics,Wireless Mouse,2,25.89,11.89,Corporate
ORD00677,2025-07-25,North,Furniture,Bookshelf,3,155.81,91.28,Consumer
ORD00678,2025-06-11,South,Office Supplies,Printer Paper,5,11.35,3.85,Consumer
ORD00679,2025-11-23,South,Accessories,Cable Organizer,5,14.45,4.86,Small Business
ORD00680,2025-02-21,North,Office Supplies,Pen Pack,1,8.47,2.87,Consumer
ORD00681,2025-07-03,West,Home & Kitchen,Water Bottle,8,22.95,7.92,Small Business
ORD00682,2026-04-22,East,Furniture,Office Chair,4,173.8,110.92,Consumer
ORD00683,2025-08-26,Central,Home & Kitchen,Water Bottle,5,21.38,7.98,Consumer
ORD00684,2025-11-29,East,Furniture,Bookshelf,4,134.56,89.08,Consumer
ORD00685,2025-05-11,East,Office Supplies,Desk Organizer,1,23.64,10.34,Consumer
ORD00686,2026-02-15,East,Office Supplies,Pen Pack,2,9.27,3.23,Consumer
ORD00687,2025-12-15,North,Home & Kitchen,Coffee Maker,8,100.12,56.37,Corporate
ORD00688,2025-08-30,North,Accessories,Backpack,11,73.94,29.91,Corporate
ORD00689,2025-11-30,East,Accessories,Cable Organizer,3,14.13,5.01,Small Business
ORD00690,2025-12-02,East,Accessories,Cable Organizer,3,13.84,4.84,Corporate
ORD00691,2025-06-02,East,Electronics,Mechanical Keyboard,5,88.02,46.82,Consumer
ORD00692,2025-11-08,Central,Office Supplies,Desk Organizer,6,25.79,10.26,Small Business
ORD00693,2025-05-11,Central,Accessories,Cable Organizer,5,16.7,4.75,Consumer
ORD00694,2025-04-23,Central,Accessories,Cable Organizer,4,15.1,5.13,Small Business
ORD00695,2026-02-20,South,Office Supplies,Pen Pack,2,9.13,2.92,Consumer
ORD00696,2026-03-04,North,Home & Kitchen,Storage Set,3,32.19,14.39,Small Business
ORD00697,2026-05-14,West,Electronics,Mechanical Keyboard,3,79.64,49.61,Small Business
ORD00698,2026-03-12,West,Home & Kitchen,Water Bottle,4,22.67,8.07,Consumer
ORD00699,2025-07-10,East,Office Supplies,Printer Paper,4,11.98,3.92,Consumer
ORD00700,2026-02-25,Central,Accessories,Cable Organizer,2,16.73,5.12,Corporate
ORD00701,2026-05-09,Central,Office Supplies,Notebook Set,5,17.87,6.47,Consumer
ORD00702,2026-06-14,North,Office Supplies,Pen Pack,2,8.72,3.1,Small Business
ORD00703,2025-11-16,West,Electronics,Webcam,1,69.12,39.65,Small Business
ORD00704,2025-12-28,Central,Office Supplies,Pen Pack,6,8.23,3.12,Corporate
ORD00705,2025-03-04,West,Office Supplies,Desk Organizer,11,22.33,10.79,Corporate
ORD00706,2025-10-21,East,Accessories,Laptop Stand,1,53.42,21.69,Consumer
ORD00707,2025-10-09,Central,Furniture,Bookshelf,1,150.91,94.01,Consumer
ORD00708,2026-01-14,West,Furniture,Desk Lamp,2,48.82,24.24,Consumer
ORD00709,2025-03-28,Central,Electronics,24-inch Monitor,4,228.38,151.94,Corporate
ORD00710,2025-09-01,West,Home & Kitchen,Water Bottle,4,21.17,8.36,Corporate
ORD00711,2025-09-28,West,Office Supplies,Notebook Set,2,16.2,6.07,Consumer
ORD00712,2026-01-24,West,Home & Kitchen,Electric Kettle,3,49.35,29.77,Consumer
ORD00713,2026-04-05,South,Electronics,24-inch Monitor,5,221.88,138.52,Consumer
ORD00714,2025-12-29,Central,Accessories,Backpack,3,61.07,30.53,Consumer
ORD00715,2026-04-18,West,Accessories,Cable Organizer,12,15.57,4.88,Corporate
ORD00716,2025-11-17,East,Office Supplies,Printer Paper,3,9.24,3.85,Corporate
ORD00717,2025-08-13,West,Home & Kitchen,Storage Set,1,31.44,14.43,Consumer
ORD00718,2025-08-11,Central,Accessories,Backpack,3,63.73,31.89,Corporate
ORD00719,2025-04-24,West,Home & Kitchen,Electric Kettle,4,54.71,26.88,Consumer
ORD00720,2026-03-14,West,Home & Kitchen,Storage Set,7,33.03,15.77,Corporate
ORD00721,2026-01-27,South,Office Supplies,Notebook Set,5,17.78,5.91,Small Business
ORD00722,2026-05-19,Central,Home & Kitchen,Coffee Maker,4,90.79,56.78,Consumer
ORD00723,2025-08-12,West,Furniture,Desk Lamp,4,51.03,22.16,Consumer
ORD00724,2025-09-14,West,Electronics,Wireless Mouse,4,23.74,12.4,Consumer
ORD00725,2025-09-30,North,Electronics,USB-C Hub,4,39.33,19.32,Consumer
ORD00726,2026-03-23,East,Home & Kitchen,Water Bottle,3,22.62,7.6,Corporate
ORD00727,2026-01-03,South,Home & Kitchen,Coffee Maker,1,99.41,60.18,Consumer
ORD00728,2025-12-15,North,Electronics,24-inch Monitor,3,199.24,141.08,Consumer
ORD00729,2025-11-03,West,Home & Kitchen,Electric Kettle,6,49.93,29.82,Small Business
ORD00730,2025-02-06,North,Furniture,Standing Desk,11,377.4,255.14,Corporate
ORD00731,2025-11-12,East,Accessories,Backpack,8,70.71,29.52,Small Business
ORD00732,2026-02-20,North,Office Supplies,Notebook Set,12,16.39,6.43,Corporate
ORD00733,2025-08-27,Central,Accessories,Laptop Stand,2,N/A,20.95,Consumer
ORD00734,2025-09-06,West,Accessories,Laptop Stand,2,51.28,23.49,Consumer
ORD00735,2025-06-24,Central,Electronics,USB-C Hub,1,35.83,19.52,Consumer
ORD00736,2025-03-06,West,Accessories,Laptop Stand,4,48.26,23.69,Consumer
ORD00737,2025-05-21,South,Accessories,Backpack,4,72.95,31.84,Small Business
ORD00738,2025-05-04,South,Office Supplies,Notebook Set,4,16.95,6.13,Corporate
ORD00739,2025-02-11,North,Home & Kitchen,Electric Kettle,12,54.21,29.43,Corporate
ORD00740,2025-03-24,North,Electronics,USB-C Hub,1,40.33,19.52,Consumer
ORD00741,2026-05-03,West,Office Supplies,Pen Pack,3,9.22,3.01,Consumer
ORD00742,2025-07-04,West,Furniture,Office Chair,3,193.41,117.79,Corporate
ORD00743,2025-01-05,East,Office Supplies,Pen Pack,5,10.04,,Consumer
ORD00744,2025-08-13,East,Accessories,Backpack,5,66.32,30.23,Corporate
ORD00745,2026-05-25,North,Furniture,Desk Lamp,2,44.68,22.94,Corporate
ORD00746,2025-09-15,South,Furniture,Desk Lamp,9,44.58,24.06,Corporate
ORD00747,2025-06-11,West,Accessories,Laptop Stand,1,45.77,21.57,Consumer
ORD00748,2026-03-06,North,Home & Kitchen,Storage Set,7,32.84,14.46,Corporate
ORD00749,2025-08-31,West,Furniture,Office Chair,7,203.18,107.47,Small Business
ORD00750,2025-02-25,Central,Accessories,Cable Organizer,5,15.16,5.0,Consumer
ORD00751,2025-07-18,West,Furniture,Desk Lamp,4,47.38,21.95,Small Business
ORD00752,2025-10-15,North,Accessories,Laptop Stand,8,49.18,23.07,Small Business
ORD00753,2025-06-10,West,Furniture,Bookshelf,11,159.66,90.21,Corporate
ORD00754,2025-03-30,East,Accessories,Laptop Stand,2,50.88,23.29,Consumer
ORD00755,2026-03-15,West,Office Supplies,Notebook Set,3,16.11,5.87,Consumer
ORD00756,2025-01-06,East,Accessories,Laptop Stand,4,52.27,22.34,Consumer
ORD00757,2026-05-06,West,Home & Kitchen,Water Bottle,3,22.23,7.85,Corporate
ORD00758,2026-02-21,Central,Accessories,Laptop Stand,3,47.42,23.76,Consumer
ORD00759,2025-11-09,North,Electronics,USB-C Hub,5,38.42,18.11,Consumer
ORD00760,2025-07-09,West,Furniture,Desk Lamp,4,50.92,21.85,Consumer
ORD00761,2025-12-07,East,Electronics,USB-C Hub,3,38.56,19.56,Consumer
ORD00762,2025-12-10,West,Furniture,Office Chair,3,190.18,108.02,Consumer
ORD00763,2026-01-10,South,Accessories,Laptop Stand,3,50.58,23.11,Corporate
ORD00764,2025-09-02,East,Furniture,Bookshelf,11,158.66,91.64,Corporate
ORD00765,2025-12-28,Central,Furniture,Bookshelf,4,132.18,84.32,Consumer
ORD00766,invalid_date,West,Home & Kitchen,Coffee Maker,10,104.49,56.49,Corporate
ORD00767,2025-07-12,Central,Office Supplies,Notebook Set,1,15.97,5.84,Consumer
ORD00768,2025-06-18,South,Electronics,Wireless Mouse,9,23.75,11.72,Corporate
ORD00769,2026-03-03,Central,Electronics,24-inch Monitor,2,213.1,145.67,Consumer
ORD00770,2025-07-13,North,Electronics,24-inch Monitor,4,228.27,147.54,Small Business
ORD00771,2025-12-18,West,Office Supplies,Pen Pack,9,9.2,3.12,Corporate
ORD00772,2025-11-08,East,Home & Kitchen,Water Bottle,5,19.92,7.87,Small Business
ORD00773,2025-06-01,South,Office Supplies,Notebook Set,2,16.7,5.83,Consumer
ORD00774,2025-07-06,Central,Accessories,Cable Organizer,3,14.28,4.83,Small Business
ORD00775,2026-03-28,South,Office Supplies,Printer Paper,5,11.68,4.15,Consumer
ORD00776,2026-01-17,East,Office Supplies,Printer Paper,5,10.39,3.81,Small Business
ORD00777,2026-04-15,Central,Home & Kitchen,Electric Kettle,5,57.99,27.81,Consumer
ORD00778,2025-10-24,Central,Office Supplies,Pen Pack,11,9.48,3.16,Corporate
ORD00779,2025-04-26,West,Home & Kitchen,Storage Set,3,35.89,14.48,Small Business
ORD00780,2025-08-14,,Electronics,USB-C Hub,1,39.58,18.53,Consumer
ORD00781,2025-10-12,North,Accessories,Laptop Stand,4,51.72,23.64,Consumer
ORD00782,2025-07-19,East,Accessories,Cable Organizer,10,16.63,5.34,Corporate
ORD00783,2025-06-01,West,Office Supplies,Pen Pack,4,8.95,2.96,Consumer
ORD00784,2026-04-02,Central,Office Supplies,Desk Organizer,4,25.64,10.04,Consumer
ORD00785,2025-06-17,,Home & Kitchen,Storage Set,7,36.23,15.06,Small Business
ORD00786,2025-03-30,North,Accessories,Backpack,5,75.98,29.72,Consumer
ORD00787,2025-04-01,North,Accessories,Cable Organizer,6,15.04,5.11,Corporate
ORD00788,2025-07-24,North,Accessories,Laptop Stand,5,49.89,23.25,Consumer
ORD00789,2026-05-21,East,Office Supplies,Desk Organizer,1,25.88,9.7,Consumer
ORD00790,2025-05-08,West,Office Supplies,Pen Pack,7,8.6,3.2,Small Business
ORD00791,2025-05-03,West,Furniture,Office Chair,1,192.36,111.67,Consumer
ORD00792,2025-09-22,West,Home & Kitchen,Water Bottle,1,21.88,8.36,Consumer
ORD00793,2025-06-16,East,Electronics,24-inch Monitor,4,230.09,140.3,Consumer
ORD00794,2025-10-07,South,Furniture,Office Chair,7,172.0,110.65,Corporate
ORD00795,not_available,West,Electronics,Webcam,1,74.86,37.9,Consumer
ORD00796,2025-11-05,South,Office Supplies,Desk Organizer,7,22.14,10.25,Corporate
ORD00797,2026-06-15,South,Electronics,Mechanical Keyboard,8,83.99,51.28,Corporate
ORD00798,2025-06-08,East,Electronics,Mechanical Keyboard,2,85.29,51.32,Small Business
ORD00799,2025-01-18,East,Electronics,Mechanical Keyboard,3,80.56,48.36,Consumer
ORD00800,2025-12-17,North,Accessories,Backpack,1,59.96,32.9,Consumer
ORD00801,2025-05-09,North,Furniture,Bookshelf,7,153.43,92.57,Small Business
ORD00802,2026-05-11,West,Electronics,Wireless Mouse,1,23.16,12.43,Consumer
ORD00803,2026-04-26,North,Accessories,Laptop Stand,1,48.04,20.93,Consumer
ORD00804,2025-07-30,East,Electronics,Wireless Mouse,3,23.15,11.63,Consumer
ORD00805,2025-12-27,North,Office Supplies,Desk Organizer,5,21.15,10.24,Consumer
ORD00806,2026-06-26,South,Accessories,Laptop Stand,3,46.76,23.06,Consumer
ORD00807,2025-08-08,Central,Electronics,Wireless Mouse,8,24.83,12.32,Small Business
ORD00808,2025-07-05,Central,Home & Kitchen,Coffee Maker,7,91.47,54.86,Small Business
ORD00809,2025-05-07,East,Electronics,24-inch Monitor,4,225.22,151.03,Consumer
ORD00810,2025-02-11,North,Accessories,Backpack,4,66.42,31.87,Consumer
ORD00811,2025-08-20,East,Office Supplies,Pen Pack,4,8.62,2.88,Consumer
ORD00812,2025-07-03,North,Home & Kitchen,Storage Set,12,32.0,15.1,Corporate
ORD00813,2025-05-27,South,Electronics,Wireless Mouse,3,26.71,12.79,Corporate
ORD00814,2026-01-08,Central,Furniture,Office Chair,5,201.43,112.29,Consumer
ORD00815,2026-05-27,South,Furniture,Desk Lamp,11,49.86,24.11,Corporate
ORD00816,2026-05-03,West,Home & Kitchen,Storage Set,8,34.76,14.54,Small Business
ORD00817,2025-05-06,South,Home & Kitchen,Coffee Maker,2,87.96,58.57,Consumer
ORD00818,2025-01-28,Central,Electronics,USB-C Hub,3,36.12,19.59,Consumer
ORD00819,2026-06-17,West,Electronics,Wireless Mouse,5,24.47,12.18,Corporate
ORD00820,2025-12-18,West,Accessories,Cable Organizer,1,15.71,4.77,Consumer
ORD00821,2026-04-06,South,Electronics,USB-C Hub,4,35.23,18.49,Consumer
ORD00822,2026-05-19,East,Office Supplies,Printer Paper,4,11.19,3.86,Consumer
ORD00823,2026-05-03,East,Home & Kitchen,Water Bottle,1,21.96,8.11,Consumer
ORD00824,2025-10-19,South,Home & Kitchen,Storage Set,1,32.15,14.96,Consumer
ORD00825,2025-12-16,South,Accessories,Laptop Stand,3,45.41,,Consumer
ORD00826,2025-03-28,Central,Furniture,Bookshelf,3,136.72,85.54,Consumer
ORD00827,2025-02-08,East,Accessories,Cable Organizer,7,14.6,5.2,Small Business
ORD00828,2025-11-21,,Accessories,Laptop Stand,5,44.62,22.3,Consumer
ORD00829,2026-05-24,East,Furniture,Bookshelf,7,138.23,87.03,Corporate
ORD00830,2026-05-24,West,Home & Kitchen,Electric Kettle,2,56.58,28.55,Small Business
ORD00831,2025-02-18,South,Office Supplies,Desk Organizer,5,25.08,10.75,Corporate
ORD00832,2025-12-11,South,Accessories,Laptop Stand,10,48.72,21.5,Corporate
ORD00833,2026-03-20,West,Office Supplies,Desk Organizer,4,24.01,10.31,Consumer
ORD00834,2025-01-20,West,Home & Kitchen,Electric Kettle,2,53.84,27.38,Consumer
ORD00835,2026-06-30,West,Home & Kitchen,Storage Set,7,37.64,15.67,Small Business
ORD00836,2025-07-25,South,Electronics,Webcam,2,76.99,40.93,Consumer
ORD00837,2025-11-23,Central,Home & Kitchen,Water Bottle,4,22.25,7.88,Small Business
ORD00838,2025-08-30,East,Furniture,Bookshelf,2,134.2,92.72,Consumer
ORD00839,2026-05-13,East,Office Supplies,Pen Pack,1,8.64,2.96,Consumer
ORD00840,2025-10-12,West,Electronics,24-inch Monitor,1,233.68,146.91,Consumer
ORD00841,2025-03-27,South,Electronics,Wireless Mouse,1,27.5,12.03,Consumer
ORD00842,2026-02-11,Central,Office Supplies,Notebook Set,4,15.48,6.15,Corporate
ORD00843,2026-06-19,West,Accessories,Laptop Stand,10,47.55,23.43,Corporate
ORD00844,2025-11-17,South,Furniture,Office Chair,8,198.73,117.23,Corporate
ORD00845,2025-04-20,North,Furniture,Standing Desk,8,390.65,270.86,Small Business
ORD00846,2026-01-19,West,Electronics,USB-C Hub,5,38.18,19.74,Consumer
ORD00847,2026-01-07,East,Office Supplies,Printer Paper,3,10.17,4.3,Consumer
ORD00848,2025-02-25,West,Accessories,Laptop Stand,5,47.56,22.0,Corporate
ORD00849,2025-08-31,Central,Office Supplies,Notebook Set,4,17.69,6.42,Consumer
ORD00850,2025-08-30,South,Office Supplies,Notebook Set,3,17.65,6.19,Small Business
ORD00851,2025-10-08,Central,Home & Kitchen,Coffee Maker,8,96.35,56.21,Small Business
ORD00852,2025-04-13,West,Office Supplies,Pen Pack,10,8.4,3.01,Corporate
ORD00853,2025-12-01,East,Accessories,Backpack,1,67.31,30.19,Consumer
ORD00854,2026-02-15,North,Furniture,Office Chair,5,173.24,108.7,Consumer
ORD00855,2025-05-14,Central,Accessories,Backpack,7,68.7,32.97,Corporate
ORD00856,2025-06-27,West,Furniture,Bookshelf,5,139.16,88.34,Small Business
ORD00857,2026-01-22,Central,Furniture,Desk Lamp,4,44.36,21.92,Small Business
ORD00858,2025-08-23,Central,Accessories,Backpack,4,66.12,32.88,Small Business
ORD00859,2026-03-16,West,Electronics,USB-C Hub,3,36.25,19.45,Consumer
ORD00860,2026-03-22,West,Electronics,Webcam,8,67.95,40.67,Small Business
ORD00861,2025-10-22,West,Furniture,Bookshelf,4,158.23,90.46,Consumer
ORD00862,2026-03-05,North,Office Supplies,Printer Paper,2,10.76,3.94,Corporate
ORD00863,2025-09-12,South,Accessories,Cable Organizer,9,14.06,5.05,Corporate
ORD00864,2025-08-06,West,Office Supplies,Pen Pack,11,8.74,2.89,
ORD00865,2025-12-07,Central,Electronics,Wireless Mouse,3,27.89,12.87,Consumer
ORD00866,2025-02-16,North,Accessories,Backpack,4,66.67,31.04,Consumer
ORD00867,2025-02-12,East,Office Supplies,Printer Paper,5,11.2,3.98,Consumer
ORD00868,2025-04-02,South,Home & Kitchen,Electric Kettle,2,50.55,27.74,Consumer
ORD00869,2025-10-15,West,Furniture,Desk Lamp,5,52.83,22.64,Small Business
ORD00870,2026-03-23,Central,Office Supplies,Desk Organizer,4,25.75,9.7,Consumer
ORD00871,2025-07-13,North,Home & Kitchen,Coffee Maker,1,96.33,,Consumer
ORD00872,2025-04-29,Central,Home & Kitchen,Water Bottle,1,22.18,8.63,Small Business
ORD00873,2026-04-14,East,Accessories,Cable Organizer,3,14.17,4.81,Small Business
ORD00874,2025-06-22,West,Office Supplies,Printer Paper,4,11.4,4.31,Small Business
ORD00875,2025-07-04,East,Accessories,Backpack,4,71.77,33.03,Consumer
ORD00876,2025-05-05,South,Electronics,24-inch Monitor,3,228.35,140.65,Corporate
ORD00877,2026-05-07,East,Electronics,USB-C Hub,1,37.46,18.16,Small Business
ORD00878,2025-11-29,Central,Accessories,Cable Organizer,3,13.92,4.78,Small Business
ORD00879,2025-03-14,East,Office Supplies,Notebook Set,3,16.0,5.84,Corporate
ORD00880,2025-01-22,Central,Home & Kitchen,Coffee Maker,4,92.81,58.68,Consumer
ORD00881,2025-11-02,East,Furniture,Office Chair,3,190.59,115.19,Consumer
ORD00882,2026-06-09,North,Electronics,24-inch Monitor,4,213.21,148.36,Consumer
ORD00883,2026-03-09,West,Home & Kitchen,Coffee Maker,8,99.38,53.88,Corporate
ORD00884,2026-04-20,West,Accessories,Cable Organizer,4,16.59,5.09,Corporate
ORD00885,2025-10-25,East,Accessories,Laptop Stand,4,48.02,23.71,Consumer
ORD00886,2026-06-20,East,Office Supplies,Printer Paper,10,10.29,3.82,Corporate
ORD00887,2026-03-12,East,Electronics,Webcam,5,77.94,38.85,Consumer
ORD00888,2026-05-31,North,Accessories,Laptop Stand,9,46.84,21.42,Corporate
ORD00889,2025-03-27,East,Home & Kitchen,Coffee Maker,7,98.56,56.51,Corporate
ORD00890,2025-12-16,Central,Home & Kitchen,Storage Set,3,32.66,14.4,Small Business
ORD00891,2026-03-21,East,Office Supplies,Notebook Set,1,14.76,6.21,Consumer
ORD00892,2026-05-14,South,Home & Kitchen,Water Bottle,11,21.83,8.3,Corporate
ORD00893,2025-03-31,North,Home & Kitchen,Storage Set,1,36.83,15.61,Consumer
ORD00894,2025-08-03,East,Furniture,Office Chair,2,186.32,115.52,Consumer
ORD00895,2025-03-30,South,Accessories,Laptop Stand,4,49.21,21.23,Consumer
ORD00896,2026-05-12,East,Furniture,Desk Lamp,4,46.09,23.55,Small Business
ORD00897,2025-12-08,North,Home & Kitchen,Coffee Maker,8,103.22,59.38,Corporate
ORD00898,2025-10-25,North,Accessories,Backpack,5,70.6,31.91,Consumer
ORD00899,2025-03-04,East,Home & Kitchen,Electric Kettle,3,53.59,27.57,Consumer
ORD00900,2025-04-30,East,Home & Kitchen,Water Bottle,6,22.21,8.05,Small Business
ORD00901,2025-07-16,East,Furniture,Bookshelf,5,139.77,94.0,Consumer
ORD00902,2025-05-15,Central,Office Supplies,Pen Pack,8,10.01,3.17,Corporate
ORD00903,2025-06-15,West,Office Supplies,Pen Pack,1,9.48,2.9,Consumer
ORD00904,2026-05-19,North,Furniture,Standing Desk,4,382.48,249.19,Consumer
ORD00905,2026-01-03,Central,Electronics,Wireless Mouse,2,23.87,12.74,Consumer
ORD00906,2025-03-07,South,Accessories,Laptop Stand,2,46.26,21.54,Consumer
ORD00907,2025-12-30,West,Office Supplies,Desk Organizer,10,22.64,9.7,Corporate
ORD00908,2025-04-17,West,Accessories,Backpack,8,73.43,33.33,Small Business
ORD00909,2025-04-15,West,Electronics,Wireless Mouse,1,23.84,11.58,Consumer
ORD00910,2025-06-10,West,Furniture,Bookshelf,10,147.85,93.56,Corporate
ORD00911,2025-12-09,West,Furniture,Bookshelf,2,142.75,88.36,Consumer
ORD00912,2025-12-16,South,Furniture,Desk Lamp,3,44.69,24.11,Consumer
ORD00913,2026-06-27,East,Furniture,Standing Desk,4,391.05,255.82,Consumer
ORD00914,2025-01-31,East,Home & Kitchen,Storage Set,10,37.7,14.42,Corporate
ORD00915,2025-06-18,East,Office Supplies,Pen Pack,1,9.47,3.1,Consumer
ORD00916,2026-06-17,Central,Accessories,Laptop Stand,5,53.64,22.96,Consumer
ORD00917,2025-01-09,West,Office Supplies,Desk Organizer,3,25.44,10.08,Small Business
ORD00918,2025-12-20,Central,Furniture,Desk Lamp,8,46.87,24.48,Corporate
ORD00919,2026-02-04,West,Accessories,Cable Organizer,4,15.36,5.1,Corporate
ORD00920,2026-06-08,East,Furniture,Office Chair,2,171.07,119.36,Consumer
ORD00921,2025-09-22,South,Accessories,Backpack,8,75.98,29.9,Corporate
ORD00922,2025-09-23,West,Electronics,24-inch Monitor,1,224.98,155.49,Consumer
ORD00923,2025-01-06,East,Home & Kitchen,Storage Set,4,33.66,14.8,Small Business
ORD00924,2025-05-24,West,Accessories,Backpack,2,63.99,31.53,Consumer
ORD00925,2026-04-11,North,Furniture,Bookshelf,8,135.78,84.31,Corporate
ORD00926,2025-08-08,East,Furniture,Desk Lamp,5,48.03,23.52,Consumer
ORD00927,2026-05-26,West,Home & Kitchen,Storage Set,8,36.26,15.06,Small Business
ORD00928,2026-06-02,North,Furniture,Standing Desk,4,434.31,259.26,Corporate
ORD00929,2025-08-06,East,Accessories,Laptop Stand,2,54.33,21.96,Consumer
ORD00930,2026-02-23,North,Electronics,Webcam,3,66.82,37.83,Consumer
ORD00931,2026-01-19,South,Office Supplies,Desk Organizer,2,22.76,10.27,Consumer
ORD00932,2025-10-18,South,Electronics,24-inch Monitor,9,193.29,148.07,Corporate
ORD00933,2026-03-04,East,Electronics,Wireless Mouse,4,27.5,12.62,Consumer
ORD00934,2025-05-22,East,Home & Kitchen,Electric Kettle,4,54.78,27.14,Consumer
ORD00935,2026-02-24,South,Office Supplies,Notebook Set,6,16.45,6.45,Small Business
ORD00936,2025-04-01,Central,Home & Kitchen,Storage Set,11,35.56,15.75,Corporate
ORD00937,2025-03-29,North,Office Supplies,Notebook Set,11,17.14,6.45,Corporate
ORD00938,2026-05-03,East,Accessories,Laptop Stand,5,46.84,20.95,Consumer
ORD00939,2026-03-31,North,Furniture,Standing Desk,3,390.14,243.74,Consumer
ORD00940,2026-03-24,North,Electronics,24-inch Monitor,5,206.53,142.6,Consumer
ORD00941,2025-06-22,South,Electronics,Wireless Mouse,1,23.77,12.89,Consumer
ORD00942,2025-11-30,North,Furniture,Office Chair,6,173.79,111.06,Corporate
ORD00943,2026-01-20,Central,Office Supplies,Desk Organizer,1,23.05,10.48,Small Business
ORD00944,2026-05-20,East,Accessories,Laptop Stand,1,47.72,21.81,Consumer
ORD00945,2025-03-09,East,Accessories,Cable Organizer,2,16.54,4.76,Consumer
ORD00946,2026-13-05,South,Accessories,Backpack,4,66.7,31.09,Corporate
ORD00947,2025-07-28,West,Electronics,Webcam,5,80.43,,Consumer
ORD00948,2026-04-08,North,Accessories,Cable Organizer,11,N/A,5.38,Corporate
ORD00949,2026-05-09,South,Electronics,Wireless Mouse,4,28.0,12.71,Consumer
ORD00950,2025-02-16,North,Furniture,Bookshelf,1,142.12,88.12,Consumer
ORD00951,2025-10-14,Central,Electronics,Mechanical Keyboard,5,94.48,47.59,Consumer
ORD00952,2026-04-09,South,Office Supplies,Desk Organizer,7,23.72,10.1,Corporate
ORD00953,2025-01-17,Central,Accessories,Cable Organizer,1,15.63,4.75,Consumer
ORD00954,2026-02-28,East,Electronics,Mechanical Keyboard,9,91.16,48.96,Corporate
ORD00955,2025-02-01,Central,Electronics,Webcam,9,75.92,38.84,Corporate
